1	1.70542
2	1.65915
3	1.73655
4	1.71998
5	1.78821
6	1.81767
7	1.82991
8	1.74474
9	1.67672
10	1.69881
11	1.72456
12	1.89796
13	1.85514
14	1.87253
15	1.90781
16	1.85531
17	1.80445
18	1.797
19	1.84605
20	1.96661
21	1.94466
22	2.0548
23	2.07426
24	2.06129
25	2.02775
26	1.87195
27	1.87796
28	1.90055
29	1.96856
30	1.97011
31	1.97742
32	2.04605
33	2.06081
34	2.08039
35	2.05442
36	2.04399
37	2.0319
38	2.0544
39	2.06986
40	2.07799
41	2.08129
42	2.09761
43	2.08772
44	2.15172
45	2.19117
46	2.20899
47	2.29015
48	2.24877
49	2.25583
50	2.26786
51	2.28469
52	2.28477
53	2.25385
54	2.26192
55	2.27348
56	2.33659
57	2.35314
58	2.4675
59	2.47894
60	2.4722
61	2.44691
62	2.38702
63	2.35859
64	2.48455
65	2.4701
66	2.46124
67	2.45806
68	2.46749
69	2.50155
70	2.65865
71	2.67042
72	2.67521
73	2.63751
74	2.61489
75	2.57019
76	2.66081
77	2.65865
78	2.64464
79	2.63428
80	2.63055
81	2.78209
82	2.77665
83	2.78531
84	2.80288
85	2.78489
86	2.73599
87	2.81524
88	2.79919
89	2.79341
90	2.76254
91	2.7373
92	2.72711
93	2.82172
94	2.85294
95	2.86942
96	2.86846
97	2.87094
98	2.83525
99	2.91977
100	2.88506
101	2.8529
102	2.82194
103	2.79437
104	2.85756
105	3.01678
106	3.02194
107	3.01303
108	2.99374
109	2.99041
110	3.05603
111	3.02198
112	2.99581
113	2.97627
114	2.98279
115	2.98407
116	3.08342
117	3.0865
118	3.08553
119	3.09448
120	3.09255
121	3.10807
122	3.15418
123	3.14714
124	3.15576
125	3.14685
126	3.18013
127	3.16577
128	3.2867
129	3.2868
130	3.29764
131	3.31053
132	3.29379
133	3.28179
134	3.341
135	3.32255
136	3.30695
137	3.29944
138	3.30264
139	3.44064
140	3.42946
141	3.41138
142	3.39198
143	3.37849
144	3.34706
145	3.35005
146	3.34622
147	3.36763
148	3.40641
149	3.3801
150	3.35162
151	3.46198
152	3.45491
153	3.43996
154	3.39918
155	3.39337
156	3.39892
157	3.4666
158	3.4734
159	3.47039
160	3.46881
161	3.45622
162	3.44086
163	3.51147
164	3.4979
165	3.48994
166	3.46445
167	3.44981
168	3.54412
169	3.55266
170	3.56611
171	3.57315
172	3.56876
173	3.54731
174	3.61078
175	3.60064
176	3.58158
177	3.58144
178	3.58346
179	3.57297
180	3.63082
181	3.60687
182	3.58706
183	3.59664
184	3.5866
185	3.57764
186	3.66041
187	3.64942
188	3.62594
189	3.6064
190	3.57565
191	3.5619
192	3.61351
193	3.59428
194	3.59536
195	3.58841
196	3.55914
197	3.55396
198	3.64442
199	3.65251
200	3.63142
201	3.61741
202	3.60678
203	3.65728
204	3.66727
205	3.66962
206	3.66342
207	3.64082
208	3.62964
209	3.68612
210	3.6795
211	3.67019
212	3.64731
213	3.6259
214	3.61639
215	3.66528
216	3.65414
217	3.6353
218	3.62895
219	3.61093
220	3.57657
221	3.65325
222	3.64557
223	3.6558
224	3.63916
225	3.61217
226	3.61103
227	3.67239
228	3.66275
229	3.668
230	3.66735
231	3.65814
232	3.71574
233	3.71293
234	3.69615
235	3.67639
236	3.66207
237	3.65662
238	3.68235
239	3.66489
240	3.65501
241	3.66024
242	3.66056
243	3.63005
244	3.68072
245	3.6721
246	3.66148
247	3.66067
248	3.63906
249	3.62426
250	3.66444
251	3.65262
252	3.63111
253	3.61512
254	3.59677
255	3.57243
256	3.64354
257	3.62925
258	3.61264
259	3.6041
260	3.60203
261	3.61026
262	3.61778
263	3.62228
264	3.61158
265	3.57254
266	3.52922
267	3.5893
268	3.5818
269	3.58886
270	3.58189
271	3.5717
272	3.56191
273	3.59052
274	3.57858
275	3.5691
276	3.5627
277	3.53876
278	3.5136
279	3.57914
280	3.56667
281	3.532
282	3.51663
283	3.50448
284	3.49769
285	3.48902
286	3.48463
287	3.48229
288	3.49217
289	3.46957
290	3.52974
291	3.50757
292	3.4619
293	3.46224
294	3.44875
295	3.43604
296	3.47333
297	3.4568
298	3.45288
299	3.43585
300	3.40832
301	3.38456
302	3.43566
303	3.4348
304	3.44259
305	3.40739
306	3.37256
307	3.34275
308	3.36823
309	3.37009
310	3.36434
311	3.32101
312	3.27519
313	3.2362
314	3.23032
315	3.26498
316	3.25886
317	3.22691
318	3.20334
319	3.16149
320	3.19899
321	3.22054
322	3.21591
323	3.19319
324	3.19626
325	3.23246
326	3.23877
327	3.21905
328	3.20046
329	3.15216
330	3.10606
331	3.16355
332	3.17345
333	3.16385
334	3.14402
335	3.08848
336	3.0917
337	3.14416
338	3.13221
339	3.13509
340	3.12339
341	3.08117
342	3.04059
343	3.11106
344	3.11194
345	3.08151
346	3.05605
347	3.03118
348	3.01058
349	2.98879
350	2.94695
351	2.94375
352	2.96537
353	2.96786
354	2.97471
355	2.96754
356	2.99318
357	2.9914
358	3.00335
359	2.9668
360	2.9696
361	2.99172
362	2.9796
363	2.97381
364	2.95901
365	2.91163
366	2.91731
367	2.88907
368	2.84334
369	2.83846
370	2.81485
371	2.77779
372	2.8879
373	2.8363
374	2.80868
375	2.82154
376	2.84319
377	2.81395
378	2.88371
379	2.87322
380	2.8853
381	2.87646
382	2.86282
383	2.86174
384	2.81359
385	2.81667
386	2.78954
387	2.7621
388	2.70768
389	2.79163
390	2.76495
391	2.72437
392	2.73397
393	2.70752
394	2.73832
395	2.80197
396	2.82414
397	2.76027
398	2.75707
399	2.70525
400	2.67784
401	2.80069
402	2.80185
403	2.79815
404	2.74517
405	2.70491
406	2.68098
407	2.67913
408	2.67164
409	2.67645
410	2.67874
411	2.68114
412	2.77186
413	2.70892
414	2.72618
415	2.71098
416	2.72106
417	2.69955
418	2.78611
419	2.77883
420	2.74016
421	2.66766
422	2.6204
423	2.61759
424	2.61271
425	2.58145
426	2.59665
427	2.59317
428	2.62244
429	2.56212
430	2.57457
431	2.59642
432	2.64943
433	2.62506
434	2.5884
435	2.57063
436	2.67576
437	2.66491
438	2.69879
439	2.67327
440	2.67698
441	2.67749
442	2.68472
443	2.65575
444	2.64215
445	2.58506
446	2.55767
447	2.69357
448	2.69395
449	2.61587
450	2.59327
451	2.5204
452	2.56707
453	2.60399
454	2.61901
455	2.63557
456	2.62661
457	2.63493
458	2.6381
459	2.67608
460	2.67387
461	2.66415
462	2.64217
463	2.59306
464	2.60783
465	2.61092
466	2.6515
467	2.60089
468	2.57709
469	2.59169
470	2.53758
471	2.58996
472	2.58906
473	2.56547
474	2.56769
475	2.55453
476	2.62931
477	2.6083
478	2.62056
479	2.59424
480	2.58773
481	2.56864
482	2.67898
483	2.69181
484	2.69986
485	2.65713
486	2.65297
487	2.64683
488	2.734
489	2.70239
490	2.65549
491	2.65031
492	2.6255
493	2.55096
494	2.65177
495	2.62774
496	2.67855
497	2.68047
498	2.71677
499	2.65017
500	2.71025
501	2.69079
502	2.68345
503	2.65121
504	2.60797
505	2.6307
506	2.59802
507	2.55883
508	2.54313
509	2.55265
510	2.58316
511	2.69491
512	2.66959
513	2.62755
514	2.61493
515	2.5715
516	2.56057
517	2.57157
518	2.61784
519	2.60255
520	2.59551
521	2.59822
522	2.63779
523	2.6831
524	2.66003
525	2.64859
526	2.62611
527	2.60324
528	2.58999
529	2.65561
530	2.69132
531	2.70509
532	2.714
533	2.67974
534	2.7004
535	2.71234
536	2.69575
537	2.66546
538	2.60379
539	2.56239
540	2.6648
541	2.65692
542	2.68851
543	2.67132
544	2.68008
545	2.67857
546	2.74578
547	2.74041
548	2.73331
549	2.73918
550	2.75005
551	2.70797
552	2.73757
553	2.66411
554	2.61808
555	2.59112
556	2.67106
557	2.67135
558	2.72657
559	2.70239
560	2.68041
561	2.67758
562	2.66245
563	2.65711
564	2.74696
565	2.75884
566	2.75773
567	2.74614
568	2.70561
569	2.66636
570	2.59374
571	2.61013
572	2.63511
573	2.62644
574	2.60739
575	2.61793
576	2.63442
577	2.64239
578	2.6705
579	2.6547
580	2.66357
581	2.65113
582	2.61715
583	2.61759
584	2.64366
585	2.59478
586	2.58064
587	2.71619
588	2.72792
589	2.71235
590	2.6542
591	2.63146
592	2.58908
593	2.63388
594	2.59906
595	2.62945
596	2.63759
597	2.63465
598	2.60674
599	2.55823
600	2.59028
601	2.56115
602	2.5766
603	2.55426
604	2.62567
605	2.61119
606	2.60065
607	2.60034
608	2.56984
609	2.56978
610	2.62176
611	2.6224
612	2.63934
613	2.63003
614	2.61876
615	2.61341
616	2.61884
617	2.61449
618	2.58913
619	2.56822
620	2.53684
621	2.52507
622	2.5966
623	2.58078
624	2.56627
625	2.55271
626	2.55847
627	2.58317
628	2.57572
629	2.56127
630	2.54436
631	2.53778
632	2.51334
633	2.59602
634	2.58853
635	2.56738
636	2.55481
637	2.55364
638	2.52093
639	2.58133
640	2.56347
641	2.53362
642	2.49348
643	2.46963
644	2.4032
645	2.52381
646	2.52855
647	2.53142
648	2.53807
649	2.50781
650	2.48088
651	2.48229
652	2.44148
653	2.43101
654	2.35742
655	2.36532
656	2.40524
657	2.39155
658	2.3484
659	2.34441
660	2.40858
661	2.39119
662	2.4586
663	2.44037
664	2.45785
665	2.45908
666	2.4476
667	2.45531
668	2.42871
669	2.41331
670	2.38457
671	2.39004
672	2.38575
673	2.37219
674	2.40204
675	2.40491
676	2.35942
677	2.35528
678	2.30213
679	2.29566
680	2.39208
681	2.39308
682	2.40088
683	2.38952
684	2.33381
685	2.30691
686	2.26129
687	2.25057
688	2.23843
689	2.24569
690	2.2389
691	2.28156
692	2.22307
693	2.23256
694	2.18185
695	2.15467
696	2.1525
697	2.24716
698	2.25423
699	2.21387
700	2.18919
701	2.19478
702	2.22674
703	2.30329
704	2.30349
705	2.29069
706	2.23178
707	2.2027
708	2.1343
709	2.17619
710	2.13989
711	2.13649
712	2.1434
713	2.09538
714	2.06415
715	2.17307
716	2.17314
717	2.17054
718	2.18212
719	2.15224
720	2.16342
721	2.16431
722	2.15735
723	2.14585
724	2.10217
725	2.1036
726	2.24201
727	2.23728
728	2.20786
729	2.17924
730	2.13738
731	2.12617
732	2.13216
733	2.11827
734	2.03713
735	2.02996
736	1.94425
737	1.96522
738	2.07392
739	2.04058
740	2.02161
741	2.01032
742	1.96505
743	1.96354
744	2.04296
745	2.02705
746	2.00636
747	1.99142
748	1.93835
749	2.03991
750	1.98976
751	1.98295
752	1.92017
753	1.87893
754	1.82515
755	1.90143
756	1.95355
757	1.96549
758	2.00628
759	2.01487
760	2.00406
761	2.11455
762	2.04671
763	2.0411
764	1.99855
765	1.95468
766	1.82743
767	1.91468
768	1.9128
769	1.8711
